OGNTsort	extendedStrNo	RMAC	SpanishDescription
037851	G322	V-AAI-3S	Verbo, Aoristo, Activa, Indicativo, (3) tercera, Singular
037852	G3588	T-NSM	(T) artículo determinado, Nominativo, Singular, Masculino
037853	G2962	N-NSM	SustaNtivo, Nominativo, Singular, Masculino
037854	G2087	A-APM	Adjetivo, Acusativo, Plural, Masculino
037855	G1440	A-APM-NUI	Adjetivo, Acusativo, Plural, Masculino, NUmérico Indeclinable (Adjetivo)
037856	G1417	A-NUI	NUmeral Indeclinable (Adjetivo)
037857	G2532	CONJ	CONJunción o partícula cunjuntiva
037858	G649	V-AAI-3S	Verbo, Aoristo, Activa, Indicativo, (3) tercera, Singular
037859	G846	P-APM	pronombre Personal, Acusativo, Plural, Masculino
037860	G303	PREP	PREPosición
037861	G1417	A-APM-NUI	Adjetivo, Acusativo, Plural, Masculino, NUmérico Indeclinable (Adjetivo)
037862	G1417	A-NUI	NUmeral Indeclinable (Adjetivo)
037863	G4253	PREP	PREPosición
037864	G4383	N-GSN	SustaNtivo, Genitivo, Singular, Neutro
037865	G846	P-GSM	pronombre Personal, Genitivo, Singular, Masculino
037866	G1519	PREP	PREPosición
037867	G3956	A-ASF	Adjetivo, Acusativo, Singular, Femenino
037868	G4172	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
037869	G2532	CONJ	CONJunción o partícula cunjuntiva
037870	G5117	N-ASM	SustaNtivo, Acusativo, Singular, Masculino
037871	G3757	ADV	ADVerbio o adverbio y partícula combinados
037872	G3195	V-IAI-3S	Verbo, Imperfecto, Activa, Indicativo, (3) tercera, Singular
037873	G846	P-NSM	pronombre Personal, Nominativo, Singular, Masculino
037874	G2064	V-PNN	Verbo, Presente, depoNente medio o pasivo, iNfinitivo
037875	G3004	V-IAI-3S	Verbo, Imperfecto, Activa, Indicativo, (3) tercera, Singular
037876	G1161	CONJ	CONJunción o partícula cunjuntiva
037877	G4314	PREP	PREPosición
037878	G846	P-APM	pronombre Personal, Acusativo, Plural, Masculino
037879	G3588	T-NSM	(T) artículo determinado, Nominativo, Singular, Masculino
037880	G3303	PRT	PaRTícula, partícula disyuntiva
037881	G2326	N-NSM	SustaNtivo, Nominativo, Singular, Masculino
037882	G4183	A-NSM	Adjetivo, Nominativo, Singular, Masculino
037883	G3588	T-NPM	(T) artículo determinado, Nominativo, Plural, Masculino
037884	G1161	CONJ	CONJunción o partícula cunjuntiva
037885	G2040	N-NPM	SustaNtivo, Nominativo, Plural, Masculino
037886	G3641	A-NPM	Adjetivo, Nominativo, Plural, Masculino
037887	G1210	V-AOM-2P	Verbo, Aoristo, depOnente pasivo, IMperativo, (2) segunda, Plural
037888	G3767	CONJ	CONJunción o partícula cunjuntiva
037889	G3588	T-GSM	(T) artículo determinado, Genitivo, Singular, Masculino
037890	G2962	N-GSM	SustaNtivo, Genitivo, Singular, Masculino
037891	G3588	T-GSM	(T) artículo determinado, Genitivo, Singular, Masculino
037892	G2326	N-GSM	SustaNtivo, Genitivo, Singular, Masculino
037893	G3704	CONJ	CONJunción o partícula cunjuntiva
037894	G2040	N-APM	SustaNtivo, Acusativo, Plural, Masculino
037895	G1544	V-2AAS-3S	Verbo, (2A) Aoristo segundo, Activa, Subjuntivo, (3) tercera, Singular
037896	G1519	PREP	PREPosición
037897	G3588	T-ASM	(T) artículo determinado, Acusativo, Singular, Masculino
037898	G2326	N-ASM	SustaNtivo, Acusativo, Singular, Masculino
037899	G846	P-GSM	pronombre Personal, Genitivo, Singular, Masculino
037900	G5217	V-PAM-2P	Verbo, Presente, Activa, IMperativo, (2) segunda, Plural
037901	G2400	INJ	INterJección
037902	G649	V-PAI-1S	Verbo, Presente, Activa, Indicativo, (1) primera, Singular
037903	G4771	P-2AP	pronombre Personal, (2) segunda, Acusativo, Plural
037904	G5613	CONJ	CONJunción o partícula cunjuntiva
037905	G704	N-APM	SustaNtivo, Acusativo, Plural, Masculino
037906	G1722	PREP	PREPosición
037907	G3319	A-DSN	Adjetivo, Dativo, Singular, Neutro
037908	G3074	N-GPM	SustaNtivo, Genitivo, Plural, Masculino
037909	G3361	PRT-N	PaRTícula, Negativo
037910	G941	V-PAM-2P	Verbo, Presente, Activa, IMperativo, (2) segunda, Plural
037911	G905	N-ASN	SustaNtivo, Acusativo, Singular, Neutro
037912	G3361	PRT-N	PaRTícula, Negativo
037913	G4082	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
037914	G3361	PRT-N	PaRTícula, Negativo
037915	G5266	N-APN	SustaNtivo, Acusativo, Plural, Neutro
037916	G2532	CONJ	CONJunción o partícula cunjuntiva
037917	G3367	A-ASM	Adjetivo, Acusativo, Singular, Masculino
037918	G2596	PREP	PREPosición
037919	G3588	T-ASF	(T) artículo determinado, Acusativo, Singular, Femenino
037920	G3598	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
037921	G782	V-ADS-2P	Verbo, Aoristo, Deponente medio, Subjuntivo, (2) segunda, Plural
037922	G1519	PREP	PREPosición
037923	G3739	R-ASF	pronombre Relativo, Acusativo, Singular, Femenino
037924	G1161	CONJ	CONJunción o partícula cunjuntiva
037925	G302	PRT	PaRTícula, partícula disyuntiva
037926	G1525	V-2AAS-2P	Verbo, (2A) Aoristo segundo, Activa, Subjuntivo, (2) segunda, Plural
037927	G3614	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
037928	G4413	A-ASN	Adjetivo, Acusativo, Singular, Neutro
037929	G3004	V-PAM-2P	Verbo, Presente, Activa, IMperativo, (2) segunda, Plural
037930	G1515	N-NSF	SustaNtivo, Nominativo, Singular, Femenino
037931	G3588	T-DSM	(T) artículo determinado, Dativo, Singular, Masculino
037932	G3624	N-DSM	SustaNtivo, Dativo, Singular, Masculino
037933	G3778	D-DSM	pronombre Demostrativo, Dativo, Singular, Masculino
037934	G2532	CONJ	CONJunción o partícula cunjuntiva
037935	G1437	CONJ	CONJunción o partícula cunjuntiva
037936	G1563	ADV	ADVerbio o adverbio y partícula combinados
037937	G1510	V-PAS-3S	Verbo, Presente, Activa, Subjuntivo, (3) tercera, Singular
037938	G5207	N-NSM	SustaNtivo, Nominativo, Singular, Masculino
037939	G1515	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
037940	G1879	V-2FPI-3S	Verbo, (2F) Futuro segundo, Pasivo, Indicativo, (3) tercera, Singular
037941	G1909	PREP	PREPosición
037942	G846	P-ASM	pronombre Personal, Acusativo, Singular, Masculino
037943	G3588	T-NSF	(T) artículo determinado, Nominativo, Singular, Femenino
037944	G1515	N-NSF	SustaNtivo, Nominativo, Singular, Femenino
037945	G4771	P-2GP	pronombre Personal, (2) segunda, Genitivo, Plural
037946	G1487	CONJ	CONJunción o partícula cunjuntiva
037947	G1161	CONJ	CONJunción o partícula cunjuntiva
037948	G3361	PRT-N	PaRTícula, Negativo
037949	G1065	PRT-N	PaRTícula, Negativo
037950	G1909	PREP	PREPosición
037951	G4771	P-2AP	pronombre Personal, (2) segunda, Acusativo, Plural
037952	G344	V-FAI-3S	Verbo, Futuro, Activa, Indicativo, (3) tercera, Singular
037953	G1722	PREP	PREPosición
037954	G846	P-DSF	pronombre Personal, Dativo, Singular, Femenino
037955	G1161	CONJ	CONJunción o partícula cunjuntiva
037956	G3588	T-DSF	(T) artículo determinado, Dativo, Singular, Femenino
037957	G3614	N-DSF	SustaNtivo, Dativo, Singular, Femenino
037958	G3306	V-PAM-2P	Verbo, Presente, Activa, IMperativo, (2) segunda, Plural
037959	G2068	V-PAP-NPM	Verbo, Presente, Activa, Participio, Nominativo, Plural, Masculino
037960	G2532	CONJ	CONJunción o partícula cunjuntiva
037961	G4095	V-PAP-NPM	Verbo, Presente, Activa, Participio, Nominativo, Plural, Masculino
037962	G3588	T-APN	(T) artículo determinado, Acusativo, Plural, Neutro
037963	G3844	PREP	PREPosición
037964	G846	P-GPM	pronombre Personal, Genitivo, Plural, Masculino
037965	G514	A-NSM	Adjetivo, Nominativo, Singular, Masculino
037966	G1063	CONJ	CONJunción o partícula cunjuntiva
037967	G3588	T-NSM	(T) artículo determinado, Nominativo, Singular, Masculino
037968	G2040	N-NSM	SustaNtivo, Nominativo, Singular, Masculino
037969	G3588	T-GSM	(T) artículo determinado, Genitivo, Singular, Masculino
037970	G3408	N-GSM	SustaNtivo, Genitivo, Singular, Masculino
037971	G846	P-GSM	pronombre Personal, Genitivo, Singular, Masculino
037972	G3361	PRT-N	PaRTícula, Negativo
037973	G3327	V-PAM-2P	Verbo, Presente, Activa, IMperativo, (2) segunda, Plural
037974	G1537	PREP	PREPosición
037975	G3614	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
037976	G1519	PREP	PREPosición
037977	G3614	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
037978	G2532	CONJ	CONJunción o partícula cunjuntiva
037979	G1519	PREP	PREPosición
037980	G3739	R-ASF	pronombre Relativo, Acusativo, Singular, Femenino
037981	G302	PRT	PaRTícula, partícula disyuntiva
037982	G4172	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
037983	G1525	V-PNS-2P	Verbo, Presente, depoNente medio o pasivo, Subjuntivo, (2) segunda, Plural
037984	G2532	CONJ	CONJunción o partícula cunjuntiva
037985	G1209	V-PNS-3P	Verbo, Presente, depoNente medio o pasivo, Subjuntivo, (3) tercera, Plural
037986	G4771	P-2AP	pronombre Personal, (2) segunda, Acusativo, Plural
037987	G2068	V-PAM-2P	Verbo, Presente, Activa, IMperativo, (2) segunda, Plural
037988	G3588	T-APN	(T) artículo determinado, Acusativo, Plural, Neutro
037989	G3908	V-PPP-APN	Verbo, Presente, Pasivo, Participio, Acusativo, Plural, Neutro
037990	G4771	P-2DP	pronombre Personal, (2) segunda, Dativo, Plural
037991	G2532	CONJ	CONJunción o partícula cunjuntiva
037992	G2323	V-PAM-2P	Verbo, Presente, Activa, IMperativo, (2) segunda, Plural
037993	G3588	T-APM	(T) artículo determinado, Acusativo, Plural, Masculino
037994	G1722	PREP	PREPosición
037995	G846	P-DSF	pronombre Personal, Dativo, Singular, Femenino
037996	G772	A-APM	Adjetivo, Acusativo, Plural, Masculino
037997	G2532	CONJ	CONJunción o partícula cunjuntiva
037998	G3004	V-PAM-2P	Verbo, Presente, Activa, IMperativo, (2) segunda, Plural
037999	G846	P-DPM	pronombre Personal, Dativo, Plural, Masculino
038000	G1448	V-RAI-3S	Verbo, peRfecto, Activa, Indicativo, (3) tercera, Singular
038001	G1909	PREP	PREPosición
038002	G4771	P-2AP	pronombre Personal, (2) segunda, Acusativo, Plural
038003	G3588	T-NSF	(T) artículo determinado, Nominativo, Singular, Femenino
038004	G932	N-NSF	SustaNtivo, Nominativo, Singular, Femenino
038005	G3588	T-GSM	(T) artículo determinado, Genitivo, Singular, Masculino
038006	G2316	N-GSM	SustaNtivo, Genitivo, Singular, Masculino
038007	G1519	PREP	PREPosición
038008	G3739	R-ASF	pronombre Relativo, Acusativo, Singular, Femenino
038009	G1161	CONJ	CONJunción o partícula cunjuntiva
038010	G302	PRT	PaRTícula, partícula disyuntiva
038011	G4172	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
038012	G1525	V-2AAS-2P	Verbo, (2A) Aoristo segundo, Activa, Subjuntivo, (2) segunda, Plural
038013	G2532	CONJ	CONJunción o partícula cunjuntiva
038014	G3361	PRT-N	PaRTícula, Negativo
038015	G1209	V-PNS-3P	Verbo, Presente, depoNente medio o pasivo, Subjuntivo, (3) tercera, Plural
038016	G4771	P-2AP	pronombre Personal, (2) segunda, Acusativo, Plural
038017	G1831	V-2AAP-NPM	Verbo, (2A) Aoristo segundo, Activa, Participio, Nominativo, Plural, Masculino
038018	G1519	PREP	PREPosición
038019	G3588	T-APF	(T) artículo determinado, Acusativo, Plural, Femenino
038020	G4116	A-APF	Adjetivo, Acusativo, Plural, Femenino
038021	G846	P-GSF	pronombre Personal, Genitivo, Singular, Femenino
038022	G2036	V-2AAM-2P	Verbo, (2A) Aoristo segundo, Activa, IMperativo, (2) segunda, Plural
038023	G2532	CONJ	CONJunción o partícula cunjuntiva
038024	G3588	T-ASM	(T) artículo determinado, Acusativo, Singular, Masculino
038025	G2868	N-ASM	SustaNtivo, Acusativo, Singular, Masculino
038026	G3588	T-ASM	(T) artículo determinado, Acusativo, Singular, Masculino
038027	G2853	V-APP-ASM	Verbo, Aoristo, Pasivo, Participio, Acusativo, Singular, Masculino
038028	G1473	P-1DP	pronombre Personal, (1) primera, Dativo, Plural
038029	G1537	PREP	PREPosición
038030	G3588	T-GSF	(T) artículo determinado, Genitivo, Singular, Femenino
038031	G4172	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
038032	G4771	P-2GP	pronombre Personal, (2) segunda, Genitivo, Plural
038033	G1519	PREP	PREPosición
038034	G3588	T-APM	(T) artículo determinado, Acusativo, Plural, Masculino
038035	G4228	N-APM	SustaNtivo, Acusativo, Plural, Masculino
038036	G631	V-PMI-1P	Verbo, Presente, Media, Indicativo, (1) primera, Plural
038037	G4771	P-2DP	pronombre Personal, (2) segunda, Dativo, Plural
038038	G4133	CONJ	CONJunción o partícula cunjuntiva
038039	G3778	D-ASN	pronombre Demostrativo, Acusativo, Singular, Neutro
038040	G1097	V-PAM-2P	Verbo, Presente, Activa, IMperativo, (2) segunda, Plural
038041	G3754	ADV	ADVerbio o adverbio y partícula combinados
038042	G1448	V-RAI-3S	Verbo, peRfecto, Activa, Indicativo, (3) tercera, Singular
038043	G3588	T-NSF	(T) artículo determinado, Nominativo, Singular, Femenino
038044	G932	N-NSF	SustaNtivo, Nominativo, Singular, Femenino
038045	G3588	T-GSM	(T) artículo determinado, Genitivo, Singular, Masculino
038046	G2316	N-GSM	SustaNtivo, Genitivo, Singular, Masculino
038047	G3004	V-PAI-1S	Verbo, Presente, Activa, Indicativo, (1) primera, Singular
038048	G4771	P-2DP	pronombre Personal, (2) segunda, Dativo, Plural
038049	G3754	CONJ	CONJunción o partícula cunjuntiva
038050	G4670	N-DPN-L	SustaNtivo, Dativo, Plural, Neutro, Localización
038051	G1722	PREP	PREPosición
038052	G3588	T-DSF	(T) artículo determinado, Dativo, Singular, Femenino
038053	G2250	N-DSF	SustaNtivo, Dativo, Singular, Femenino
038054	G1565	D-DSF	pronombre Demostrativo, Dativo, Singular, Femenino
038055	G414	A-NSN-C	Adjetivo, Nominativo, Singular, Neutro, Comparativo
038056	G1510	V-FDI-3S	Verbo, Futuro, Deponente medio, Indicativo, (3) tercera, Singular
038057	G2228	CONJ	CONJunción o partícula cunjuntiva
038058	G3588	T-DSF	(T) artículo determinado, Dativo, Singular, Femenino
038059	G4172	N-DSF	SustaNtivo, Dativo, Singular, Femenino
038060	G1565	D-DSF	pronombre Demostrativo, Dativo, Singular, Femenino
038061	G3759	INJ	INterJección
038062	G4771	P-2DS	pronombre Personal, (2) segunda, Dativo, Singular
038063	G5523	N-VSF-L	SustaNtivo, Vocativo, Singular, Femenino, Localización
038064	G3759	INJ	INterJección
038065	G4771	P-2DS	pronombre Personal, (2) segunda, Dativo, Singular
038066	G966	N-VSF-L	SustaNtivo, Vocativo, Singular, Femenino, Localización
038067	G3754	CONJ	CONJunción o partícula cunjuntiva
038068	G1487	CONJ	CONJunción o partícula cunjuntiva
038069	G1722	PREP	PREPosición
038070	G5184	N-DSF-L	SustaNtivo, Dativo, Singular, Femenino, Localización
038071	G2532	CONJ	CONJunción o partícula cunjuntiva
038072	G4605	N-DSF-L	SustaNtivo, Dativo, Singular, Femenino, Localización
038073	G1096	V-2AOI-3P	Verbo, (2A) Aoristo segundo, depOnente pasivo, Indicativo, (3) tercera, Plural
038074	G3588	T-NPF	(T) artículo determinado, Nominativo, Plural, Femenino
038075	G1411	N-NPF	SustaNtivo, Nominativo, Plural, Femenino
038076	G3588	T-NPF	(T) artículo determinado, Nominativo, Plural, Femenino
038077	G1096	V-2ADP-NPF	Verbo, (2A) Aoristo segundo, Deponente medio, Participio, Nominativo, Plural, Femenino
038078	G1722	PREP	PREPosición
038079	G4771	P-2DP	pronombre Personal, (2) segunda, Dativo, Plural
038080	G3819	ADV	ADVerbio o adverbio y partícula combinados
038081	G302	PRT	PaRTícula, partícula disyuntiva
038082	G1722	PREP	PREPosición
038083	G4526	N-DSM	SustaNtivo, Dativo, Singular, Masculino
038084	G2532	CONJ	CONJunción o partícula cunjuntiva
038085	G4700	N-DSF	SustaNtivo, Dativo, Singular, Femenino
038086	G2521	V-PNP-NPM	Verbo, Presente, depoNente medio o pasivo, Participio, Nominativo, Plural, Masculino
038087	G3340	V-AAI-3P	Verbo, Aoristo, Activa, Indicativo, (3) tercera, Plural
038088	G4133	CONJ	CONJunción o partícula cunjuntiva
038089	G5184	N-DSF-L	SustaNtivo, Dativo, Singular, Femenino, Localización
038090	G2532	CONJ	CONJunción o partícula cunjuntiva
038091	G4605	N-DSF-L	SustaNtivo, Dativo, Singular, Femenino, Localización
038092	G414	A-NSN-C	Adjetivo, Nominativo, Singular, Neutro, Comparativo
038093	G1510	V-FDI-3S	Verbo, Futuro, Deponente medio, Indicativo, (3) tercera, Singular
038094	G1722	PREP	PREPosición
038095	G3588	T-DSF	(T) artículo determinado, Dativo, Singular, Femenino
038096	G2920	N-DSF	SustaNtivo, Dativo, Singular, Femenino
038097	G2228	CONJ	CONJunción o partícula cunjuntiva
038098	G4771	P-2DP	pronombre Personal, (2) segunda, Dativo, Plural
038099	G2532	CONJ	CONJunción o partícula cunjuntiva
038100	G4771	P-2NS	pronombre Personal, (2) segunda, Nominativo, Singular
038101	G2584	N-VSF-L	SustaNtivo, Vocativo, Singular, Femenino, Localización
038102	G3361	PRT	PaRTícula, partícula disyuntiva
038103	G2193	PREP	PREPosición
038104	G3772	N-GSM	SustaNtivo, Genitivo, Singular, Masculino
038105	G5312	V-FPI-2S	Verbo, Futuro, Pasivo, Indicativo, (2) segunda, Singular
038106	G2193	PREP	PREPosición
038107	G3588	T-GSM	(T) artículo determinado, Genitivo, Singular, Masculino
038108	G86	N-GSM	SustaNtivo, Genitivo, Singular, Masculino
038109	G2597	V-FDI-2S	Verbo, Futuro, Deponente medio, Indicativo, (2) segunda, Singular
038110	G3588	T-NSM	(T) artículo determinado, Nominativo, Singular, Masculino
038111	G191	V-PAP-NSM	Verbo, Presente, Activa, Participio, Nominativo, Singular, Masculino
038112	G4771	P-2GP	pronombre Personal, (2) segunda, Genitivo, Plural
038113	G1473	P-1GS	pronombre Personal, (1) primera, Genitivo, Singular
038114	G191	V-PAI-3S	Verbo, Presente, Activa, Indicativo, (3) tercera, Singular
038115	G2532	CONJ	CONJunción o partícula cunjuntiva
038116	G3588	T-NSM	(T) artículo determinado, Nominativo, Singular, Masculino
038117	G114	V-PAP-NSM	Verbo, Presente, Activa, Participio, Nominativo, Singular, Masculino
038118	G4771	P-2AP	pronombre Personal, (2) segunda, Acusativo, Plural
038119	G1473	P-1AS	pronombre Personal, (1) primera, Acusativo, Singular
038120	G114	V-PAI-3S	Verbo, Presente, Activa, Indicativo, (3) tercera, Singular
038121	G3588	T-NSM	(T) artículo determinado, Nominativo, Singular, Masculino
038122	G1161	CONJ	CONJunción o partícula cunjuntiva
038123	G1473	P-1AS	pronombre Personal, (1) primera, Acusativo, Singular
038124	G114	V-PAP-NSM	Verbo, Presente, Activa, Participio, Nominativo, Singular, Masculino
038125	G114	V-PAI-3S	Verbo, Presente, Activa, Indicativo, (3) tercera, Singular
038126	G3588	T-ASM	(T) artículo determinado, Acusativo, Singular, Masculino
038127	G649	V-AAP-ASM	Verbo, Aoristo, Activa, Participio, Acusativo, Singular, Masculino
038128	G1473	P-1AS	pronombre Personal, (1) primera, Acusativo, Singular
038129	G5290	V-AAI-3P	Verbo, Aoristo, Activa, Indicativo, (3) tercera, Plural
038130	G1161	CONJ	CONJunción o partícula cunjuntiva
038131	G3588	T-NPM	(T) artículo determinado, Nominativo, Plural, Masculino
038132	G1440	A-NPM-NUI	Adjetivo, Nominativo, Plural, Masculino, NUmérico Indeclinable (Adjetivo)
038133	G1417	A-NUI	NUmeral Indeclinable (Adjetivo)
038134	G3326	PREP	PREPosición
038135	G5479	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
038136	G3004	V-PAP-NPM	Verbo, Presente, Activa, Participio, Nominativo, Plural, Masculino
038137	G2962	N-VSM	SustaNtivo, Vocativo, Singular, Masculino
038138	G2532	CONJ	CONJunción o partícula cunjuntiva
038139	G3588	T-NPN	(T) artículo determinado, Nominativo, Plural, Neutro
038140	G1140	N-NPN	SustaNtivo, Nominativo, Plural, Neutro
038141	G5293	V-PPI-3S	Verbo, Presente, Pasivo, Indicativo, (3) tercera, Singular
038142	G1473	P-1DP	pronombre Personal, (1) primera, Dativo, Plural
038143	G1722	PREP	PREPosición
038144	G3588	T-DSN	(T) artículo determinado, Dativo, Singular, Neutro
038145	G3686	N-DSN	SustaNtivo, Dativo, Singular, Neutro
038146	G4771	P-2GS	pronombre Personal, (2) segunda, Genitivo, Singular
038147	G2036	V-2AAI-3S	Verbo, (2A) Aoristo segundo, Activa, Indicativo, (3) tercera, Singular
038148	G1161	CONJ	CONJunción o partícula cunjuntiva
038149	G846	P-DPM	pronombre Personal, Dativo, Plural, Masculino
038150	G2334	V-IAI-1S	Verbo, Imperfecto, Activa, Indicativo, (1) primera, Singular
038151	G3588	T-ASM	(T) artículo determinado, Acusativo, Singular, Masculino
038152	G4567	N-ASM-T	SustaNtivo, Acusativo, Singular, Masculino, Título
038153	G5613	CONJ	CONJunción o partícula cunjuntiva
038154	G796	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
038155	G1537	PREP	PREPosición
038156	G3588	T-GSM	(T) artículo determinado, Genitivo, Singular, Masculino
038157	G3772	N-GSM	SustaNtivo, Genitivo, Singular, Masculino
038158	G4098	V-2AAP-ASM	Verbo, (2A) Aoristo segundo, Activa, Participio, Acusativo, Singular, Masculino
038159	G2400	INJ	INterJección
038160	G1325	V-RAI-1S	Verbo, peRfecto, Activa, Indicativo, (1) primera, Singular
